Readable ID,Firestore ID,Title,Category Readable ID,Category Name,Category Level,Date,Tags,,Tag,About,Who,Who-code,What,What-code,When,Where,Type,Title
just-write-a-check,qY3gCCoOYoV9NRXM31jP,Just Write a Check,just-write-a-check,Just Write a Check,4,2025-05-23T00:38:24.766Z,,,Financial,,Self,2,Financial,54,,,Story,THEMES > Financial > What are your views on money? > Just Write a Check
kash-and-karry,BkcsHdrzMGVNRbufGIyh,Kash and Karry,kash-and-karry,Kash and Karry,4,2025-05-23T00:37:46.665Z,,,Financial,,Self,2,Financial,54,,,Story,THEMES > Financial > What are your views on money? > Kash and Karry
kash-and-karry-to-save-money,7SOzJSkVTEApBfDDIMAt,Kash and Karry to Save Money,kash-and-karry-to-save-money,Kash and Karry to Save Money,4,2025-05-23T00:38:09.608Z,,,Financial,,Self,2,Financial,54,,,Story,THEMES > Financial > What are your views on money? > Kash and Karry to Save Money
money-tough-times,SV5c2K3zFObxMqz3SRbi,Money�Tough times�.,money-tough-times,Money�Tough times�.,4,2025-05-23T00:38:27.567Z,,,financial,,Self,2,financial,54,,,Story,THEMES > Financial > What are your views on money? > Money�Tough times�.
odd-jobs,HEmlLtpHIxsXm4nDd9PR,Odd Jobs,odd-jobs,Odd Jobs,4,2025-05-23T00:38:02.254Z,,,Financial,,Self,2,Financial,54,,,Story,THEMES > Financial > What are your views on money? > Odd Jobs
the-business-grew,QpoGgpTmb3FHk1z5NRns,The Business Grew,the-business-grew,The Business Grew,4,2025-05-23T00:37:52.110Z,,,Financial,,Self,2,Financial,54,,,Story,THEMES > Financial > What are your views on money? > The Business Grew
we-moved-again,Z8jZA0q4lPAE7PiMvoIS,We Moved Again,we-moved-again,We Moved Again,4,2025-05-23T00:38:31.207Z,,,Financial,,Self,2,Financial,54,,,Story,THEMES > Financial > What are your views on money? > We Moved Again
what-are-your-views-on-money,OgxhtT8cwYOraeTAsScz,What are your views on money?,what-are-your-views-on-money,What are your views on money?,3,2025-05-23T00:37:51.330Z,,,Financial,,Self,2,Financial,54,,,Story,THEMES > Financial > What are your views on money?
what-caution-did-not,5jntOSmbl9VorhBiVYEn,What caution did not?,what-caution-did-not,What caution did not?,3,2025-05-23T00:38:27.332Z,,,Financial,,Self,2,Financial,54,,,Story,THEMES > Personal > What caution did not?
have-these-changed-over-time,Pf8w1zHZ6jQWjC6OmwAh,Have these changed over time?,have-these-changed-over-time,Have these changed over time?,3,2025-05-23T00:37:47.348Z,,,Favorites,,Self,2,Personal,29,,,Reflection,THEMES > Food > Have these changed over time?
least-favorites,QeOSf3O4kHmA1sHstrht,Least Favorites,least-favorites,Least Favorites,4,2025-05-23T00:38:09.143Z,,,Favorites,,Self,2,Personal,29,,,Reflection,THEMES > Food > Least Favorites
my-favorites-now,ln5Jnq9LsqYuuQLvj3NO,My Favorites Now,my-favorites-now,My Favorites Now,4,2025-05-23T00:38:32.825Z,,,Favorites,,Self,2,Personal,29,,,Reflection,THEMES > Food > My Favorites Now
my-favorites-then-and-now,uB03Kbun4uH4LTXJM1lW,My Favorites Then and Now,my-favorites-then-and-now,My Favorites Then and Now,4,2025-05-23T00:38:19.052Z,,,Favorites,,Self,2,Personal,29,,,Reflection,THEMES > Food > My Favorites Then and Now
traditions,Ejsz9FBavwiwUlhbrKZQ,Traditions,traditions,Traditions,4,2025-05-23T00:38:26.448Z,,,Favorites,,Self,2,Personal,29,,,Reflection,THEMES > Food > Traditions
chief-financial-officer,qTqbQJKoZrIldcitVQ2X,"Chief Financial Officer, Americas",chief-financial-officer,"Chief Financial Officer, Americas",4,2025-05-23T00:38:30.192Z,,,Given Imaging,,Self,2,Given Imaging,62,,,Story,"Adulthood > Career > Given Imaging > Chief Financial Officer, Americas"
aguardiente,gIfqe2UfgWYKMZeVtSxK,Aguardiente,aguardiente,Aguardiente,4,2025-05-23T00:37:59.227Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Aguardiente
apartment-roommate,xtTjhDG3ZhFA2sbj21ra,Apartment Roommate,apartment-roommate,Apartment Roommate,4,2025-05-23T00:37:38.148Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Apartment Roommate
basketball,47U2G3LkP1JJcPhByJno,Basketball,basketball,Basketball,4,2025-05-23T00:38:07.600Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Basketball
caf-con-leche,UWJpzQL4CfyvXXZle30x,Caf� con Leche,caf-con-leche,Caf� con Leche,4,2025-05-23T00:38:26.623Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Caf� con Leche
did-you-go-to-graduate-school,S9UWYf3JkhXS9KtNfmRO,"Did you go to graduate
school?",did-you-go-to-graduate-school,"Did you go to graduate
school?",3,2025-05-23T00:37:52.651Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,"Adulthood > Graduate School > Did you go to graduate
school?"
earthquake,eWO3yr4vzWkag54yBhW6,Earthquake,earthquake,Earthquake,4,2025-05-23T00:37:37.630Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Earthquake
flight-from-medellin-to-cali,TRFpbWH2JtC9XZ9f1LfM,"Flight from
Medellin to Cali",flight-from-medellin-to-cali,"Flight from
Medellin to Cali",4,2025-05-23T00:37:38.595Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,"Adulthood > Graduate School > How did you choose a major? > Flight from
Medellin to Cali"
hotel-dann-phone-call,eFQUgo9TAZVzJU5VJgh5,Hotel Dann Phone Call,hotel-dann-phone-call,Hotel Dann Phone Call,4,2025-05-23T00:38:02.095Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Hotel Dann Phone Call
how-did-you-choose-a-major,ENk2VCqph05aklStVCWg,How did you choose a major?,how-did-you-choose-a-major,How did you choose a major?,3,2025-05-23T00:38:26.024Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major?
how-did-you-pick-a-major-in,6ySjXAhuvouvP4Vs7RG9,"How did you pick a major in graduate
school?",how-did-you-pick-a-major-in,"How did you pick a major in graduate
school?",3,2025-05-23T00:38:00.089Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,"Adulthood > Graduate School > How did you pick a major in graduate
school?"
i-m-not-eating-that,aQ6YGWmBucxlWcpTkVEM,I�m Not Eating That,i-m-not-eating-that,I�m Not Eating That,4,2025-05-23T00:37:49.483Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > I�m Not Eating That
intensive-spanish,4KBifYLBvlLa3uhbrIYP,Intensive Spanish,intensive-spanish,Intensive Spanish,4,2025-05-23T00:37:39.689Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Intensive Spanish
internship,9mwnzLHmRJUcPbnic9Sj,Internship,internship,Internship,4,2025-05-23T00:38:09.919Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Internship
it-s-very-down,AxAZmyTUks4XZYo04ate,"It�s Very
Down",it-s-very-down,"It�s Very
Down",4,2025-05-23T00:38:14.275Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,"Adulthood > Graduate School > How did you choose a major? > It�s Very
Down"
late-nights,Mmz3a1ZrRS1gaw4qjQ4c,Late Nights,late-nights,Late Nights,4,2025-05-23T00:38:14.908Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Late Nights
medellin,6oZIhErath8YkUr6d76O,Medellin,medellin,Medellin,4,2025-05-23T00:38:27.174Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Medellin
money-exchange-fiasco,MdPwb2P0dbQrROZmsfJn,Money Exchange Fiasco,money-exchange-fiasco,Money Exchange Fiasco,4,2025-05-23T00:37:45.215Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Money Exchange Fiasco
mountains-on-bad-tires,Rjd0moui3stCLYGKsbH7,Mountains on Bad Tires,mountains-on-bad-tires,Mountains on Bad Tires,4,2025-05-23T00:38:25.398Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Mountains on Bad Tires
pepper-steak,AJNnUjJArOuCyZ3ZAzFk,Pepper Steak,pepper-steak,Pepper Steak,4,2025-05-23T00:38:10.009Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Pepper Steak
pulmon,qNBndKCJVJPC62rJ8jNl,Pulmon,pulmon,Pulmon,4,2025-05-23T00:37:43.916Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Pulmon
security,8EKwLauCGZFEh8QX7ZWP,Security,security,Security,4,2025-05-23T00:38:18.108Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Security
so-many-foreigners-here,8VYGqvp2yd6WggaUP2Rx,So Many Foreigners Here,so-many-foreigners-here,So Many Foreigners Here,4,2025-05-23T00:38:15.764Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > So Many Foreigners Here
started-strong-finished-middle,xz8zwwgyhlbjYL9ls3zf,"Started Strong, Finished
Middle",started-strong-finished-middle,"Started Strong, Finished
Middle",4,2025-05-23T00:38:25.780Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,"Adulthood > Graduate School > How did you choose a major? > Started Strong, Finished
Middle"
the-arrival,FwhKbxEcDNVx1sbzaBfK,The Arrival,the-arrival,The Arrival,4,2025-05-23T00:38:27.970Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > The Arrival
the-flight-is-sickening,lqXNKP4B8lPfQWxsd85d,The Flight is Sickening,the-flight-is-sickening,The Flight is Sickening,4,2025-05-23T00:38:13.082Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > The Flight is Sickening
the-house,pQqcBIhU8cGkuP6IuOYM,The House,the-house,The House,4,2025-05-23T00:38:03.884Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > The House
the-house,yZcL04FwvPEZcuSud3mv,The House,the-house,The House,4,2025-05-23T00:37:43.162Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > The House
waiter-cried,XLBfg2SZMl3dk3Pk1pzI,Waiter Cried,waiter-cried,Waiter Cried,4,2025-05-23T00:38:31.026Z,,,Graduate School,,Self,2,Graduate School,48,,,Story,Adulthood > Graduate School > How did you choose a major? > Waiter Cried
ask-for-what-you-re-worth,pcIFCgOHojz15fTUToSu,Ask For What You�re Worth,ask-for-what-you-re-worth,Ask For What You�re Worth,4,2025-05-23T00:38:00.898Z,,,Harris/3M,,Self,2,Harris/3M,58,,,Story,Adulthood > Career > Harris/3M > Ask For What You�re Worth
european-controller,lozZOafCLPg3AqF60fYT,European Controller,european-controller,European Controller,4,2025-05-23T00:38:16.645Z,,,Harris/3M,,Self,2,Harris/3M,58,,,Story,Adulthood > Career > Harris/3M > European Controller
finance-director-international,kEbrMKRWRK8eXvmgILWL,"Finance Director, International",finance-director-international,"Finance Director, International",4,2025-05-23T00:38:11.819Z,,,Harris/3M,,Self,2,Harris/3M,58,,,Story,"Adulthood > Career > Harris/3M > Finance Director, International"
finance-manager-row,DKGoCr5Iao5Rimmvw1CT,"Finance Manager, ROW",finance-manager-row,"Finance Manager, ROW",4,2025-05-23T00:38:05.655Z,,,Harris/3M,,Self,2,Harris/3M,58,,,Story,"Adulthood > Career > Harris/3M > Finance Manager, ROW"
international-financial,YbWTUmiLd6osL6gilMSw,International Financial Analyst,international-financial,International Financial Analyst,4,2025-05-23T00:38:21.034Z,,,Harris/3M,,Self,2,Harris/3M,58,,,Story,Adulthood > Career > Harris/3M > International Financial Analyst
move-to-europe,OTfNMKWThiuBCXx0zD7a,Move to Europe,move-to-europe,Move to Europe,4,2025-05-23T00:37:48.054Z,,,Harris/3M,,Self,2,Harris/3M,58,,,Story,Adulthood > Career > Harris/3M > Move to Europe
run-in,lKZU0B3XZMYelAvQak6C,Run In,run-in,Run In,4,2025-05-23T00:38:33.058Z,,,Harris/3M,,Self,2,Harris/3M,58,,,Story,Adulthood > Career > Harris/3M > Run In
the-gulf-war,snT7wH0SmfFZIL0keVh3,The Gulf War,the-gulf-war,The Gulf War,4,2025-05-23T00:38:33.133Z,,,Harris/3M,,Self,2,Harris/3M,58,,,Story,Adulthood > Career > Harris/3M > The Gulf War
vice-president-business,m1j3P5doKYXLwu2sNJTc,"Vice President, Business Development & Strategic Planning",vice-president-business,"Vice President, Business Development & Strategic Planning",4,2025-05-23T00:38:25.317Z,,,Harris/3M,,Self,2,Harris/3M,58,,,Story,"Adulthood > Career > Harris/3M > Vice President, Business Development & Strategic Planning"
college-golf,2845bwOLgDMIcHpAflxT,College Golf,college-golf,College Golf,4,2025-05-23T00:38:21.701Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports? > College Golf"
did-you-participate-in-high,vFussFH8Clr9c1npFjd3,"Did
you participate in high school sports?",did-you-participate-in-high,"Did
you participate in high school sports?",3,2025-05-23T00:38:06.225Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports?"
didn-t-make-the-team,z4JnwvocbyfnroE3pKwf,Didn�t Make the Team,didn-t-make-the-team,Didn�t Make the Team,4,2025-05-23T00:38:30.108Z,,,High School,,Self,2,High School,43,,,Story,THEMES > Blessings > What were your disappointments? > Didn�t Make the Team
errant-shot,aQVbjg9gv3rgkpLS2qlm,Errant Shot,errant-shot,Errant Shot,4,2025-05-23T00:38:14.358Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports? > Errant Shot"
freshman-ignorance,DIP5SQFLUSrqGGQiV335,Freshman Ignorance,freshman-ignorance,Freshman Ignorance,4,2025-05-23T00:38:32.168Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > How did you change during high school? > Freshman Ignorance
friday-night-lights,opGuYVlab3HKNr0aBfgl,Friday Night Lights,friday-night-lights,Friday Night Lights,4,2025-05-23T00:37:54.828Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports? > Friday Night Lights"
golf-team-disappointment,VdIPkDdEyFZDxDPvglmw,Golf Team Disappointment,golf-team-disappointment,Golf Team Disappointment,4,2025-05-23T00:38:02.018Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports? > Golf Team Disappointment"
golf-team-failure,BNYWxDtavYGSP57QrGw4,Golf Team Failure,golf-team-failure,Golf Team Failure,4,2025-05-23T00:38:01.507Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports? > Golf Team Failure"
golf-team-success,ofCCLHi7PWzNTJr6xv7F,Golf Team Success,golf-team-success,Golf Team Success,4,2025-05-23T00:38:20.215Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports? > Golf Team Success"
how-did-you-prepare-for,qE9g6Lc4G99LuxfakKSQ,How did you prepare for college/future?,how-did-you-prepare-for,How did you prepare for college/future?,3,2025-05-23T00:38:01.856Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > How did you prepare for college/future?
who-was-your-favorite-teacher,1DmyxUGHmZ8298CLUuTP,�Who was your favorite teacher in high school?,who-was-your-favorite-teacher,�Who was your favorite teacher in high school?,3,2025-05-23T00:38:28.285Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > �Who was your favorite teacher in high school?
ink-blots,VQyhxuRexbxmQB3GM6Nu,Ink Blots,ink-blots,Ink Blots,4,2025-05-23T00:38:26.115Z,,,High School,,Self,2,High School,43,,,Story,Preschool > Elementary School > What do you remember outside of school about this time? > Ink Blots
new-friends,eu1ok9qYZVmaWJgCaWL2,New Friends,new-friends,New Friends,4,2025-05-23T00:38:00.549Z,,,High school,,Self,2,High school,43,,,Story,Preschool > High School > What was high school like? > New Friends
parkins-mill-road,9ZQrTZ0k55CHeBhhFa4c,Parkins Mill Road,parkins-mill-road,Parkins Mill Road,4,2025-05-23T00:38:08.847Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What was your least favorite class? > Parkins Mill Road
pete-s-drive-in,yvzYKbY7lQmFfbGx0kvb,Pete�s Drive-In,pete-s-drive-in,Pete�s Drive-In,4,2025-05-23T00:38:23.599Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports? > Pete�s Drive-In"
senior-honor,LLL0XI8Bg8GHCphT3ZOO,Senior Honor,senior-honor,Senior Honor,4,2025-05-23T00:37:38.966Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports? > Senior Honor"
sophomore-year,kaJ4KCLHkmfLW11FcaIp,Sophomore Year,sophomore-year,Sophomore Year,4,2025-05-23T00:37:38.008Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports? > Sophomore Year"
summer-golf,eSfsWsXuCidBQCok12vg,Summer Golf,summer-golf,Summer Golf,4,2025-05-23T00:37:38.816Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports? > Summer Golf"
the-bicentennial,pSCT3lH47nlnx9KVHC9b,The Bicentennial,the-bicentennial,The Bicentennial,4,2025-05-23T00:38:07.679Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What was your least favorite class? > The Bicentennial
the-golf-dream-expired,tcffOpPUFJn1cFdUOCVy,The Golf Dream Expired,the-golf-dream-expired,The Golf Dream Expired,4,2025-05-23T00:37:52.191Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports? > The Golf Dream Expired"
the-haunted-house,qDFK9fC3FiFNfEJur9PD,The Haunted House,the-haunted-house,The Haunted House,4,2025-05-23T00:37:46.741Z,,,High School,,Self,2,High School,43,,,Story,"Preschool > High School > Did
you participate in high school sports? > The Haunted House"
was-there-anything-unique,0NwnJGvymiynlbqmbypd,Was there anything unique about it?,was-there-anything-unique,Was there anything unique about it?,3,2025-05-23T00:38:24.843Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > Was there anything unique about it?
what-achievements-are-you,8kqlHgoUcDvzRbGpB2TN,What achievements are you proud of?,what-achievements-are-you,What achievements are you proud of?,3,2025-05-23T00:38:22.191Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What achievements are you proud of?
what-courses-did-you-take,fcjGu4kWWB17kBs77T4E,What courses did you take?,what-courses-did-you-take,What courses did you take?,3,2025-05-23T00:37:57.077Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What courses did you take?
what-fashion-trends-came-about,1fjfekfUTmBb9AyigrZ0,What fashion trends came about,what-fashion-trends-came-about,What fashion trends came about,3,2025-05-23T00:37:37.705Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What fashion trends came about
what-movies-influenced-you,mFdwk343gYVnRMeOlC2W,What movies influenced you?,what-movies-influenced-you,What movies influenced you?,3,2025-05-23T00:38:00.245Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What movies influenced you?
what-music-was-important-to,R44v7il6HGREBeY55IjQ,What music was important to you?,what-music-was-important-to,What music was important to you?,3,2025-05-23T00:38:03.309Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What music was important to you?
what-was-the-mascot,lnyEk8J2ft9fCs91q2L2,What was the mascot?,what-was-the-mascot,What was the mascot?,3,2025-05-23T00:38:26.784Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What was the mascot?
what-was-your-favorite-class,MOr0JoKvFKzLACTW5pwb,What was your favorite class?,what-was-your-favorite-class,What was your favorite class?,3,2025-05-23T00:38:12.759Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What was your favorite class?
what-was-your-favorite-class,pqQgaOHmcXNINDjgwB77,What was your favorite class?,what-was-your-favorite-class,What was your favorite class?,3,2025-05-23T00:38:20.875Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What was your favorite class?
what-was-your-least-favorite,E4jIUcPmQj9bDBdyIkr8,What was your least favorite class?,what-was-your-least-favorite,What was your least favorite class?,3,2025-05-23T00:38:04.282Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What was your least favorite class?
what-were-your-academic,ZRHAMcyqreQwyFjU4FEu,What were your academic strengths?,what-were-your-academic,What were your academic strengths?,3,2025-05-23T00:37:56.999Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What were your academic strengths?
what-were-your-plans-for-the,AxwzymzJ6Rpd0gAAUdBT,What were your plans for the future?,what-were-your-plans-for-the,What were your plans for the future?,3,2025-05-23T00:38:32.664Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What were your plans for the future?
what-world-political-events-do,Ejm1jRBlBYd9otzZBJtG,What world/political events do you remember?,what-world-political-events-do,What world/political events do you remember?,3,2025-05-23T00:38:07.363Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > What world/political events do you remember?
what-was-the-name-of-your-high,bhuy3BPbxvLeYDB7LMHQ,"What
was the name of your high school?",what-was-the-name-of-your-high,"What
was the name of your high school?",3,2025-05-23T00:37:46.341Z,,,High school,,Self,2,High school,43,,,Story,"Preschool > High School > What
was the name of your high school?"
who-were-memorable-teachers,uXGHSFeNAy1erMmQnjTw,Who were memorable teachers?,who-were-memorable-teachers,Who were memorable teachers?,3,2025-05-23T00:37:42.678Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > Who were memorable teachers?
who-were-your-friends,xlmnCu0kOmgzp7UtJGHM,Who were your friends?,who-were-your-friends,Who were your friends?,3,2025-05-23T00:37:46.113Z,,,High School,,Self,2,High School,43,,,Story,Preschool > High School > Who were your friends?
santa-s-helper,ICyq3WgqnfIZsM7kAHY1,Santa�s Helper,santa-s-helper,Santa�s Helper,4,2025-05-23T00:37:45.700Z,,,Holidays,,Self,2,Christmas,73,,,Story,THEMES > Holidays > Santa�s Helper
snoring-keeping-santa-away,yGkuPMnTmWB0IllkNzkU,Snoring Keeping Santa Away,snoring-keeping-santa-away,Snoring Keeping Santa Away,4,2025-05-23T00:38:12.190Z,,,Holidays,,Self,2,Christmas,73,,,Story,THEMES > Holidays > Snoring Keeping Santa Away
capitalism-versus-socialism,dT7PcVZrtfXiwOPAv3fQ,Capitalism versus Socialism,capitalism-versus-socialism,Capitalism versus Socialism,3,2025-05-23T00:37:51.796Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Capitalism versus Socialism
diversity-and-inclusion,QJPV1JTZwHu4PeMsob7N,Diversity and Inclusion:,diversity-and-inclusion,Diversity and Inclusion:,3,2025-05-23T00:37:45.847Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Diversity and Inclusion:
education,aSyg1cvmSwhRmjrvChcm,Education,education,Education,3,2025-05-23T00:38:21.864Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Education
ethical-and-philosophical,triLi21Rf8Fr6NNyP0Og,Ethical and Philosophical Questions,ethical-and-philosophical,Ethical and Philosophical Questions,3,2025-05-23T00:37:58.850Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Ethical and Philosophical Questions
free-speech-vs-censorship,LkMeenpsMGLIbKyt3Y5x,Free Speech vs. Censorship:,free-speech-vs-censorship,Free Speech vs. Censorship:,3,2025-05-23T00:38:21.272Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Free Speech vs. Censorship:
gig-economy-and-worker-rights,ws3LBLFToYbyIjd4CH2B,Gig Economy and Worker Rights:,gig-economy-and-worker-rights,Gig Economy and Worker Rights:,3,2025-05-23T00:37:46.817Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Gig Economy and Worker Rights:
globalization-vs-protectionism,lVn6K7Q6UDfrL9rJRAlD,Globalization vs. Protectionism:,globalization-vs-protectionism,Globalization vs. Protectionism:,3,2025-05-23T00:38:28.791Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Globalization vs. Protectionism:
government-spending-and-debt,z8ckzm1JoQsk1IykDkUy,Government Spending and Debt:,government-spending-and-debt,Government Spending and Debt:,3,2025-05-23T00:37:46.261Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Government Spending and Debt:
healthcare-system,rJnIssFL5l3Ulj3nNWxV,Healthcare System:,healthcare-system,Healthcare System:,3,2025-05-23T00:37:39.125Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Healthcare System:
how-have-your-political,nk1V3ZoombjLb8aeeTyU,How have your political opinions changed over time?,how-have-your-political,How have your political opinions changed over time?,3,2025-05-23T00:37:56.677Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Politics > How have your political opinions changed over time?
how-would-you-describe-your,uKtudepKlIyMPUedebNl,How would you describe your politics?,how-would-you-describe-your,How would you describe your politics?,3,2025-05-23T00:38:16.030Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Politics > How would you describe your politics?
human-rights,8oh6tcjQkEXN51FB0oPR,Human Rights:,human-rights,Human Rights:,3,2025-05-23T00:37:56.368Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Human Rights:
immigration,NriBM0A3SIoCSFTP0Ff8,Immigration:,immigration,Immigration:,3,2025-05-23T00:37:55.813Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Immigration:
military-and-defense-spending,8lz7cmJJ6BXypOYToMgd,Military and Defense Spending:,military-and-defense-spending,Military and Defense Spending:,3,2025-05-23T00:37:42.515Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Military and Defense Spending:
minimum-wage,AMC0FD6rcgtQDtC8YRtv,Minimum Wage?,minimum-wage,Minimum Wage?,4,2025-05-23T00:38:17.552Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Wages > Minimum Wage?
political-polarization,hT1tEsJnZ21cQWiIOZ7p,Political Polarization:,political-polarization,Political Polarization:,3,2025-05-23T00:37:45.618Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Political Polarization:
remote-work-vs-in-office-work,UYealTedZFqFR5wmjBtM,Remote Work vs. In-Office Work:,remote-work-vs-in-office-work,Remote Work vs. In-Office Work:,4,2025-05-23T00:38:25.868Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Wages > Remote Work vs. In-Office Work:
technology-and-innovation,9GJzBsmUJm2Tt7qQwVgH,Technology and Innovation,technology-and-innovation,Technology and Innovation,3,2025-05-23T00:38:17.083Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Technology and Innovation
wealth-inequality,VykxShJUq5HjNOTJG6hA,Wealth Inequality:,wealth-inequality,Wealth Inequality:,3,2025-05-23T00:38:09.225Z,,,Issues,,Self,2,World & Politics,76,,,Story,THEMES > Issues > Wealth Inequality:
what-are-you-most-grateful-for,By5JUtlKCdEYJoK9qLcT,What are you most grateful for?,what-are-you-most-grateful-for,What are you most grateful for?,3,2025-05-23T00:38:05.419Z,,,Legacy,,Self,2,Future,98,,,Story,THEMES > Legacy > What are you most grateful for?
