Readable ID,Firestore ID,Name,Category Level,Display Level,Parent Readable ID,Parent Name,Order,Full Path
mountains-on-bad-tires,SnkjFh94qMN2RM74C5sn,"Mountains on Bad Tires",4,4,how-did-you-choose-a-major,"How did you choose a major?",7,"Adulthood > Graduate School > How did you choose a major? > Mountains on Bad Tires"
what-roles-did-you-take-on,SpE3Y0pvOdLlhRSScDRn,"What roles did you take on?",3,3,career-reflection,"Career Reflection",46,"Adulthood > Career Reflection > What roles did you take on?"
when-was-your-father-born,SsKgPcgO1O7iKxi8sK2b,"When was your father born?",3,3,my-father,"My Father",0,"Introduction > My Father > When was your father born?"
my-siblings,Sv83veekAyNa84097vha,"My Siblings",2,2,introduction,"Introduction",7,"Introduction > My Siblings"
ethical-and-philosophical,Svtw0YKpLMMYu6mXlbPm,"Ethical and Philosophical Questions",3,3,issues,"Issues",18,"THEMES > Issues > Ethical and Philosophical Questions"
second-grade,SxWAGYb2NYYr4VmOs0yp,"Second Grade",4,4,what-do-you-remember-from,"What do you remember from elementary school?",1,"Preschool > Elementary School > What do you remember from elementary school? > Second Grade"
what-wisdom-should-guide,SzZD1Dna8qB0553Sglci,"What wisdom should guide?",3,3,the-future,"The Future",14,"Adulthood > The Future > What wisdom should guide?"
1984,T2woyk6c0HfPNRvZJKx8,"1984",4,4,business,"Business�",4,"The Decades > The 1980�s > Business� > 1984"
what-principles-guide-you,T7J2VWXzcSke35jb2Jov,"What principles guide you?",3,3,personal,"Personal",28,"THEMES > Personal > What principles guide you?"
did-you-ever-get-in-trouble-at,T8UaMYbOrxHciEnsPUa1,"Did you ever get in
trouble at school as a child?",3,3,elementary-school,"Elementary School",5,"Preschool > Elementary School > Did you ever get in
trouble at school as a child?"
how-similar-or-different-are,TEaHTHsgi1fYlrNIV19M,"How
similar or different are you?",3,3,my-siblings,"My Siblings",4,"Introduction > My Siblings > How
similar or different are you?"
what-challenges-did-you,TLC94hmv8393xJufwa9e,"What challenges did you overcome?",3,3,career-reflection,"Career Reflection",47,"Adulthood > Career Reflection > What challenges did you overcome?"
who-what-inspires-you,TOCuzoOT06roEfwTqvHA,"Who/What inspires you?",3,3,personal-reflection,"Personal Reflection",6,"Adulthood > Personal Reflection > Who/What inspires you?"
what-do-you-remember-from,TODvnuC2UY4xl0EJ4PfS,"What do you remember from elementary school?",3,3,elementary-school,"Elementary School",2,"Preschool > Elementary School > What do you remember from elementary school?"
have-you-ever-gotten-into-a,TW6oN3gG2c3RVKkPxydH,"Have you ever gotten
into a fight?",3,3,fights,"Fights",0,"THEMES > Fights > Have you ever gotten
into a fight?"
how-did-you-balance-work-and,Thic7MgyZtiCNYH9MbGq,"How did you balance work and family?",3,3,parenthood,"Parenthood",24,"Adulthood > Parenthood > How did you balance work and family?"
medellin,Tk0ki088R0IBVT530Pcz,"Medellin",4,4,how-did-you-choose-a-major,"How did you choose a major?",4,"Adulthood > Graduate School > How did you choose a major? > Medellin"
vacations,ToSBnViPbVeOdcMpjZyB,"Vacations",4,4,what-beliefs-or-values-did-he,"What beliefs or values did he instill in you?",3,"Introduction > My Father > What beliefs or values did he instill in you? > Vacations"
poor-dog,TsN1F3B1eLK6UdbNzgEi,"Poor Dog",4,4,what-accidents-have-you-had,"What accidents have you had?",2,"THEMES > Cars > What accidents have you had? > Poor Dog"
what-disappoints-did-you,TvZUwEg568qKYMiIHs0u,"What disappoints did you experience?",3,3,childhood-reflection,"Childhood Reflection",19,"Preschool > Childhood Reflection > What disappoints did you experience?"
what-values-became-important,Txwuxz3DbUAlgJxvkTnp,"What values became important?",3,3,parenthood,"Parenthood",50,"Adulthood > Parenthood > What values became important?"
what-principles-guided-your,U39fBwqeuoRXQb92ZbwI,"What principles guided your leadership?",3,3,career-reflection,"Career Reflection",11,"Adulthood > Career Reflection > What principles guided your leadership?"
they-are-people-too,U4F55mhGOYdcI8AAFsy8,"They Are People Too",4,4,what-reflections-do-you-have,"What reflections do you have about your grandparents?",0,"Introduction > My Grand Parents > What reflections do you have about your grandparents? > They Are People Too"
world-politics,U94IBgT3zzYRQj4pkHDi,"World & Politics",3,3,childhood-reflection,"Childhood Reflection",51,"Preschool > Childhood Reflection > World & Politics"
what-hopes-do-you-hold,UB28ec8XmRsKQR3uuRO8,"What hopes do you hold?",3,3,era-overview,"Era Overview",17,"THEMES > Era Overview > What hopes do you hold?"
technology,UBkxaZPwKCdKX2vJ1Ati,"Technology",2,2,themes,"THEMES",7,"THEMES > Technology"
music,UKyoA48nSWoNWSPtnOMV,"Music",4,4,what-inventions-have-had-the,"What inventions have had the biggest impact
on your day-to-day life?",0,"THEMES > Technology > What inventions have had the biggest impact
on your day-to-day life? > Music"
did-you-date,UNsN6UmM1djq3BvXCIOX,"Did you date?",3,3,high-school,"High School",23,"Preschool > High School > Did you date?"
1994,USTphgfQwdv8Bnm8jdzx,"1994",4,4,the-1990-s,"The 1990�s",4,"The Decades > The 1990�s > 1994"
what-financial-worries-existed,UXCS2EbEqikah38aG34i,"What financial worries existed?",3,3,financial,"Financial",5,"THEMES > Financial > What financial worries existed?"
who-took-care-of-you-during,UmU2fUIyJYX66luXFFtk,"Who took care of you during the day?",3,3,my-siblings,"My Siblings",7,"Introduction > My Siblings > Who took care of you during the day?"
childhood-reflection,UvsVcAoZ1Wy53cDYTXnv,"Childhood Reflection",2,2,preschool,"Preschool",4,"Preschool > Childhood Reflection"
french-open,UzrRXAcTbimnkDpMV8Y9,"French Open",4,4,what-is-your-favorite-sporting,"What is your favorite sporting event attended?",1,"THEMES > Sports > What is your favorite sporting event attended? > French Open"
what-were-your-hobbies,V9tl6wa4znpGb2CPwdEg,"What were your hobbies?",3,3,advice,"Advice",7,"THEMES > Advice > What were your hobbies?"
2014,VC1Uv80wcy4brXbFLEhO,"2014",4,4,business,"Business",4,"The Decades > The 2010�s > Business > 2014"
what-generational-differences,VDVi8BgPsRNbi9miAmVu,"What generational differences emerged?",3,3,parenthood,"Parenthood",86,"Adulthood > Parenthood > What generational differences emerged?"
what-constants-endure,VGibqj41uR0J2eA1sxna,"What constants endure?",3,3,era-overview,"Era Overview",7,"THEMES > Era Overview > What constants endure?"
what-were-family-dinners-like,VIbZ9aYRjZRhnIYchgq3,"What were family dinners like?",3,3,elementary-school,"Elementary School",19,"Preschool > Elementary School > What were family dinners like?"
different-inside,VJLgMdKbHwd1adF25baQ,"Different Inside",4,4,what-stories-do-you-remember,"What stories do you remember about her?",1,"Introduction > My Maternal Grandmother > What stories do you remember about her? > Different Inside"
what-key-moments-shaped-these,VLH25bz2GGanr6PpjiSb,"What key moments shaped these years?",3,3,parenthood,"Parenthood",88,"Adulthood > Parenthood > What key moments shaped these years?"
how-do-you-like-your-coffee,VN1nRIB0mGJXmz773MRn,"How do you like your coffee?",3,3,miscellaneous,"Miscellaneous",12,"THEMES > Miscellaneous > How do you like your coffee?"
traditions,VRJYuvEX1QUF2AcMsIdP,"Traditions",4,4,food,"Food",0,"THEMES > Food > Traditions"
how-has-your-life-turned-out,VWhMASlMTVwg58lwCRmt,"How has your life turned out differently
than you imagined it would?",3,3,miscellaneous,"Miscellaneous",39,"THEMES > Miscellaneous > How has your life turned out differently
than you imagined it would?"
what-wisdom-has-history-taught,VYRLe3ing1MDjogzBG5K,"What wisdom has history taught?",3,3,era-overview,"Era Overview",4,"THEMES > Era Overview > What wisdom has history taught?"
davos-switzerland,VauRPHUhPsWMhRhrOCsM,"Davos, Switzerland",4,4,did-you-ever-take-any-great,"Did you ever take any great road trips?",9,"THEMES > Music > Did you ever take any great road trips? > Davos, Switzerland"
how-did-you-balance-career-and,VblXGF1RwWSUoX9Fa3l1,"How did you balance career and family?",3,3,career-reflection,"Career Reflection",37,"Adulthood > Career Reflection > How did you balance career and family?"
vice-president-business,VdO8PwN7Bfh40wR0ThMR,"Vice President, Business Development & Strategic Planning",4,4,harris-3m,"Harris/3M",9,"Adulthood > Career > Harris/3M > Vice President, Business Development & Strategic Planning"
moves,VjAkpEXYmhyi4xI692B3,"Moves",2,2,themes,"THEMES",5,"THEMES > Moves"
what-impact-did-he-have-on,VjbUzK29XO3672FpQPX6,"What impact did he have on your life?",3,3,my-paternal-grandfather,"My
Paternal Grandfather",1,"Introduction > My
Paternal Grandfather > What impact did he have on your life?"
social,VuHqKvFTyls6iTeaoRZV,"Social",3,3,elementary-school,"Elementary School",20,"Preschool > Elementary School > Social"
what-choices-proved-best,Vuoe577FL1FKg18Qmhiu,"What choices proved best?",3,3,personal,"Personal",24,"THEMES > Personal > What choices proved best?"
what-advice-would-you-give,VuwFvd20Oz8eGPO2kiId,"What advice would you give others?",3,3,career-reflection,"Career Reflection",10,"Adulthood > Career Reflection > What advice would you give others?"
what-hobbies-did-you-develop,VxNbTKQ59PV53f5Y7SeN,"What hobbies did you develop?",3,3,childhood-reflection,"Childhood Reflection",21,"Preschool > Childhood Reflection > What hobbies did you develop?"
slingshot,W9cHQchD7u9FKZTic3kp,"Slingshot",4,4,what-beliefs-or-values-did-he,"What beliefs or values did he instill in you?",1,"Introduction > My Father > What beliefs or values did he instill in you? > Slingshot"
w-do-you-maintain-connections,WBEi7ZQlAnAdRauSf9vG,"w do you maintain connections?",3,3,parenthood,"Parenthood",114,"Adulthood > Parenthood > w do you maintain connections?"
what-adventures-call,WBoLW3DuK6F6Lfwz6TsN,"What adventures call?",3,3,the-future,"The Future",5,"Adulthood > The Future > What adventures call?"
business,WCtrCStg9KKV1IJPC8pr,"Business",3,3,the-2010-s,"The 2010�s",0,"The Decades > The 2010�s > Business"
cost-of-things-food-gas-cars,WHqtyaSG22FGvxb9weQF,"Cost of things�.food, gas, cars, movies, houses",4,4,what-are-your-happiest-moments,"What are your happiest moments?",0,"THEMES > Advice > What are your happiest moments? > Cost of things�.food, gas, cars, movies, houses"
immigration,WKc26RcIoBV1S42EqBhl,"Immigration:",3,3,issues,"Issues",10,"THEMES > Issues > Immigration:"
creighton-street,WRfqqmWgtb1Fkzic2ZcS,"Creighton Street",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",0,"Preschool > Elementary School > What do you remember outside of school about this time? > Creighton Street"
award-winning-decorations,WbHprl5hV8DabwU1Tb5p,"Award Winning Decorations",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",9,"Preschool > Elementary School > What do you remember outside of school about this time? > Award Winning Decorations"
the-never-ending-lawn,WdI5rFE1RmwyPZU5LITB,"The Never-Ending Lawn",4,4,did-you-ever-quit-a-job,"Did you ever quit a job?",0,"Adulthood > Career Reflection > Did you ever quit a job? > The Never-Ending Lawn"
what-investment-choices-did,WiTOcqyef4WM83mEHQZo,"What investment choices did you make?",3,3,financial,"Financial",10,"THEMES > Financial > What investment choices did you make?"
which-presidents-have-you,WlUgrYqGbNDuIhDvqJrI,"Which Presidents have you voted for and why?",3,3,politics,"Politics",1,"THEMES > Politics > Which Presidents have you voted for and why?"
did-you-ever-want-to-be-a,WlzwEOTPpTlOipjHsUmB,"Did you ever want to
be a professional athlete?",3,3,sports,"Sports",1,"THEMES > Sports > Did you ever want to
be a professional athlete?"
what-changes-surprise,WwFdyfO9XpDiHsMxXpFu,"What changes surprise?",3,3,era-overview,"Era Overview",6,"THEMES > Era Overview > What changes surprise?"
what-was-the-name-of-your-high,WweIQJclFvEIXgHUdNNQ,"What
was the name of your high school?",3,3,high-school,"High School",0,"Preschool > High School > What
was the name of your high school?"
cultural,Wy5deZdOvQIAoOq8VKyo,"Cultural",3,3,parenthood,"Parenthood",80,"Adulthood > Parenthood > Cultural"
orange-bowl,WzSHo6XFMxxxRHNbQThL,"Orange Bowl",4,4,where-did-you-live-during,"Where did you live during college?",3,"Adulthood > College > Where did you live during college? > Orange Bowl"
what-mistakes-taught-you-most,WzXqcrKE1DrzypYt0ftk,"What mistakes taught you most?",3,3,college,"College",25,"Adulthood > College > What mistakes taught you most?"
golf-team-failure,X0wRV09cVBRpKFCBSYhw,"Golf Team Failure",4,4,did-you-participate-in-high,"Did
you participate in high school sports?",0,"Preschool > High School > Did
you participate in high school sports? > Golf Team Failure"
do-you-consider-your-childhood,X38ZH5iRi483nZrfZWt9,"Do you consider your
childhood to have been a happy one?",3,3,childhood-reflection,"Childhood Reflection",1,"Preschool > Childhood Reflection > Do you consider your
childhood to have been a happy one?"
what-was-your-daily-routine,X5xRoobmXW4pBKmtKUIv,"What was your daily routine?",3,3,elementary-school,"Elementary School",16,"Preschool > Elementary School > What was your daily routine?"
what-values-shifted,X6jD6s2vvqEoAI76zjtO,"What values shifted?",3,3,era-overview,"Era Overview",9,"THEMES > Era Overview > What values shifted?"
popayan-earthquake,X9YbSN2IO4sEzQeI8iwZ,"Popayan
Earthquake",4,4,how-did-you-choose-a-major,"How did you choose a major?",17,"Adulthood > Graduate School > How did you choose a major? > Popayan
Earthquake"
1982-was-a-very-good-year,XBXPUneGqwvey9Ic4N1w,"1982 was a very good year!",4,4,what-traditions-did-you,"What traditions did you participate in?",0,"Adulthood > College > What traditions did you participate in? > 1982 was a very good year!"
best-worst,XEIpIMfh4dCfObTe0dmV,"Best/worst",4,4,william-elizabeth-and-caroline,"William,
Elizabeth, and Caroline",1,"THEMES > My Children > William,
Elizabeth, and Caroline > Best/worst"
what-memories-do-you-have-of,XUU5kEjbBtedtOEzBDV7,"What memories do you have of college?",3,3,college,"College",11,"Adulthood > College > What memories do you have of college?"
first-experience,XWAiDqEiIrJpr0o3F6wr,"First Experience",4,4,how-have-sports-influenced,"How have sports influenced your life?",2,"THEMES > Sports > How have sports influenced your life? > First Experience"
1996,XZiYTBHqVawb9JcIORlR,"1996",4,4,the-1990-s,"The 1990�s",6,"The Decades > The 1990�s > 1996"
what-movies-influenced-you,Xbeg4dDe5CTu6Zkqjs8m,"What movies influenced you?",3,3,high-school,"High School",39,"Preschool > High School > What movies influenced you?"
william-elizabeth-and-caroline,XgRP1muDpMPhV6fO6nSN,"William,
Elizabeth, and Caroline",3,3,my-children,"My Children",0,"THEMES > My Children > William,
Elizabeth, and Caroline"
move-to-nashville,XjmtvMC4R8EcBcoSuV9A,"Move to Nashville",4,4,what-legacy-began-forming,"What legacy began forming?",0,"Adulthood > Parenthood > What legacy began forming? > Move to Nashville"
home-life,XrFBFVd586w5Rh0FmTZi,"Home Life",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",38,"Preschool > Elementary School > What do you remember outside of school about this time? > Home Life"
william,XrJky7kekQsiCUNfW7KU,"William",3,3,parenthood,"Parenthood",3,"Adulthood > Parenthood > William"
what-friendships-influenced,XtjZFTOLfU6xWowtjxeD,"What friendships influenced you most?",3,3,childhood-reflection,"Childhood Reflection",42,"Preschool > Childhood Reflection > What friendships influenced you most?"
historical,XxJCl9kZa92bF4YmT6ws,"Historical",3,3,parenthood,"Parenthood",73,"Adulthood > Parenthood > Historical"
first-semester-college-money,Xz85Vw2DNgtdNnAYZzTl,"First Semester College Money",4,4,what-are-your-views-on-money,"What are your views on money?",9,"THEMES > Financial > What are your views on money? > First Semester College Money"
what-successes-encouraged-you,Y19jQ7lrDkbAgo83wzYw,"What successes encouraged you?",3,3,financial,"Financial",23,"THEMES > Financial > What successes encouraged you?"
how-did-success-affect-you,Y3gmAzhcD2xCHivoDyVG,"How did success affect you?",3,3,career-reflection,"Career Reflection",41,"Adulthood > Career Reflection > How did success affect you?"
what-lifestyle-choices,Y7JApsIJz3a2MRbl6S5h,"What lifestyle choices affected finances?",3,3,financial,"Financial",4,"THEMES > Financial > What lifestyle choices affected finances?"
did-your-father-have-any,Y7yspluerlS4q72K7kni,"Did your father have any siblings?",3,3,my-father,"My Father",2,"Introduction > My Father > Did your father have any siblings?"
how-did-industry-changes,YGZUL1VVbGyMBo6eObgJ,"How did industry changes affect you?",3,3,career-reflection,"Career Reflection",30,"Adulthood > Career Reflection > How did industry changes affect you?"
what-challenges-changed-you,YMFpWosirotvtc3GXDfQ,"What challenges changed you?",3,3,personal,"Personal",11,"THEMES > Personal > What challenges changed you?"
my-favorites-now,YTd5uwQLVl0QRdTYFFDl,"My Favorites Now",4,4,food,"Food",2,"THEMES > Food > My Favorites Now"
unnamed,YUh9QDzsQDSJDO1z65AI,"",3,3,my-birth,"My Birth",3,"Introduction > My Birth > "
how-do-you-like-your-eggs,YVUchjxzjgwzFZ1uahCT,"How do you like your eggs?",3,3,miscellaneous,"Miscellaneous",13,"THEMES > Miscellaneous > How do you like your eggs?"
bottle-collecting,Yhi2cMnpp7yF3ftiXG1y,"Bottle Collecting",4,4,what-were-your-first-odd-jobs,"What were your first odd jobs?",0,"Adulthood > Career > What were your first odd jobs? > Bottle Collecting"
how-did-you-overcome,YkWD0S10Kd2BRDZpOdKZ,"How did you overcome?",3,3,miscellaneous,"Miscellaneous",23,"THEMES > Miscellaneous > How did you overcome?"
happiest-unhappiest,YlKSgUKm8Rs8I7dVMhMo,"happiest/unhappiest",3,3,miscellaneous,"Miscellaneous",24,"THEMES > Miscellaneous > happiest/unhappiest"
what-are-you-superstitious,Ym1G0StXjj6y0xEGAYHi,"What are you
superstitious about?",3,3,miscellaneous,"Miscellaneous",5,"THEMES > Miscellaneous > What are you
superstitious about?"
what-challenges-changed-you,Ys8R9M6VX96IbGPIqBU8,"What challenges changed you?",3,3,parenthood,"Parenthood",59,"Adulthood > Parenthood > What challenges changed you?"
lake-hartwell,YxLnx2hzb5bEI5jqnYeF,"Lake Hartwell",4,4,what-adventures-have-you-had,"What adventures have you had?",0,"THEMES > Adventures > What adventures have you had? > Lake Hartwell"
1975,Z7GrM5IXJ3Ypewokpx4K,"1975,",4,4,the-1970-s-economics,"The 1970�s - Economics",5,"The Decades > The 1970�s - Economics > 1975,"
what-activities-did-you-do,Z7Qn6N26bfcEeH2eugg7,"What activities did you do together?",3,3,parenthood,"Parenthood",17,"Adulthood > Parenthood > What activities did you do together?"
no-college,Z9nhcqVuzadw7YbmOBc1,"No College",4,4,what-beliefs-or-values-did-he,"What beliefs or values did he instill in you?",4,"Introduction > My Father > What beliefs or values did he instill in you? > No College"
what-legacy-continues-forming,ZENqRameexRIDybX3uJg,"What legacy continues forming?",3,3,the-future,"The Future",7,"Adulthood > The Future > What legacy continues forming?"
what-peace-have-you-found,ZGF6xj1VPbjSJ4YDwsvN,"What peace have you found?",3,3,the-future,"The Future",20,"Adulthood > The Future > What peace have you found?"
what-traditions-should,ZGXdykJdXuTdtk54Nw6i,"What traditions should continue?",3,3,legacy,"Legacy",4,"THEMES > Legacy > What traditions should continue?"
first-grade,ZJWs1gO9vGazdqHRl8QS,"First Grade",4,4,what-do-you-remember-from,"What do you remember from elementary school?",0,"Preschool > Elementary School > What do you remember from elementary school? > First Grade"
what-countries-have-you-been,ZKUB4Mwm2WChQ0xBeeZP,"What countries have you been to?",3,3,music,"Music",2,"THEMES > Music > What countries have you been to?"
historical-events,ZOYXagevhcjsGFZPTJjI,"Historical Events",2,2,themes,"THEMES",20,"THEMES > Historical Events"
1966,ZV5JFb1lMwvDxgxFO2LX,"1966",4,4,business,"Business",6,"The Decades > The 1960�s > Business > 1966"
what-social-experiences-shaped,ZVfNgj98cIJ2n5wCc9ky,"What
social experiences shaped you?",3,3,college,"College",28,"Adulthood > College > What
social experiences shaped you?"
i-m-not-eating-that,ZYOuDVCsURtVNAx7tjgK,"I�m Not Eating That",4,4,how-did-you-choose-a-major,"How did you choose a major?",9,"Adulthood > Graduate School > How did you choose a major? > I�m Not Eating That"
blackberry-picking,ZYjViKCN7Luus9O7fvlS,"Blackberry Picking",4,4,what-do-you-remember-from-this,"What do you remember from this period?",12,"Preschool > What do you remember from this period? > Blackberry Picking"
golf-is-a-valuable-skill,Zdt9lBOz0lqZEfA6COrz,"Golf is a Valuable Skill",4,4,how-have-sports-influenced,"How have sports influenced your life?",9,"THEMES > Sports > How have sports influenced your life? > Golf is a Valuable Skill"
family-names,ZmGVJkLCILZGmibdwHtK,"Family Names",2,2,introduction,"Introduction",2,"Introduction > Family Names"
how-did-technology-change-your,Zsg0cAIKCRJK8rq2YWFI,"How did technology change your work?",3,3,career-reflection,"Career Reflection",33,"Adulthood > Career Reflection > How did technology change your work?"
what-are-your-views-on-money,ZvyK1hugVrYbCBxXhasM,"What are your views on money?",3,3,financial,"Financial",0,"THEMES > Financial > What are your views on money?"
who-had-the-biggest-influence,a2HfUUAyHCvN8CL19uLg,"Who had the biggest influence on your life?",3,3,advice,"Advice",3,"THEMES > Advice > Who had the biggest influence on your life?"
first-night,a3GCXBBA5EICgUdUXnFS,"First Night",4,4,what-memories-do-you-have-of,"What memories do you have of college?",1,"Adulthood > College > What memories do you have of college? > First Night"
lake-hartwell,a6eL1dBHMqS9um0oWaoE,"Lake Hartwell",4,4,how-did-you-spend-summers,"How did you spend summers?",1,"Preschool > Elementary School > How did you spend summers? > Lake Hartwell"
how-did-you-maintain,aBUwSVqBZocsxBOdNFTo,"How did you maintain connections?",3,3,childhood-reflection,"Childhood Reflection",46,"Preschool > Childhood Reflection > How did you maintain connections?"
personal,aHGyP9tWbD0nisaO5Czg,"Personal",3,3,high-school,"High School",13,"Preschool > High School > Personal"
sports,aIfwss4YlVeFDYbxpUYB,"Sports",2,2,themes,"THEMES",3,"THEMES > Sports"
1980,aMq1ZVCh99oTfj5D3KY9,"1980",4,4,business,"Business�",0,"The Decades > The 1980�s > Business� > 1980"
how-did-you-handle-money,aTOvrASEOScZLC1brfTS,"How did you handle money?",3,3,childhood-reflection,"Childhood Reflection",26,"Preschool > Childhood Reflection > How did you handle money?"
legacy,aVKEWVNJQFHSpq4ZYrVW,"Legacy",2,2,themes,"THEMES",17,"THEMES > Legacy"
punt-pass-kick,acJAyTcSBiitfnxfu7sy,"Punt, Pass & Kick",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",32,"Preschool > Elementary School > What do you remember outside of school about this time? > Punt, Pass & Kick"
what-did-you-listen-to-over,aceL0oAPs3qSOxRBEswS,"What did you listen to over the years?",3,3,music,"Music",1,"THEMES > Music > What did you listen to over the years?"
flying-glass,aeDkD9liv0P5Kye6YjhK,"Flying Glass",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",19,"Preschool > Elementary School > What do you remember outside of school about this time? > Flying Glass"
what-personal-goals-evolved,af7GxpUZtnD9aNQjU0M1,"What personal goals evolved?",3,3,parenthood,"Parenthood",62,"Adulthood > Parenthood > What personal goals evolved?"
what-do-you-remember-outside,ajGIPYQAjCWaBMvbSMQ6,"What do you remember outside of school about this time?",3,3,elementary-school,"Elementary School",8,"Preschool > Elementary School > What do you remember outside of school about this time?"
the-station-wagon,anA9Grwy0PvHtKtgKinn,"The Station Wagon",4,4,what-accidents-have-you-had,"What accidents have you had?",0,"THEMES > Cars > What accidents have you had? > The Station Wagon"
what-challenges-do-you,apXpLyFIJQa7MWm8DlIX,"What challenges do you anticipate?",3,3,the-future,"The Future",17,"Adulthood > The Future > What challenges do you anticipate?"
how-did-discipline-change,aqJttvtHQlyRxV8lrHXM,"How did discipline change?",3,3,high-school,"High School",29,"Preschool > High School > How did discipline change?"
first-home,au3pOREVvMkWvVKVIn7S,"First Home",4,4,what-do-you-remember-from-this,"What do you remember from this period?",0,"Preschool > What do you remember from this period? > First Home"
windsurfing-in-grand-caymen,auIwqgtnLUM4gYzVDmF7,"Windsurfing in Grand Caymen",4,4,did-you-ever-take-any-great,"Did you ever take any great road trips?",6,"THEMES > Music > Did you ever take any great road trips? > Windsurfing in Grand Caymen"
a-mother-s-crush,awB47aoTbVZyB4t3TAsb,"A Mother�s Crush",4,4,what-did-you-listen-to-over,"What did you listen to over the years?",1,"THEMES > Music > What did you listen to over the years? > A Mother�s Crush"
why-did-you-transfer-to,azqexvJFMR2HrcJvGxd6,"Why
did you transfer to Clemson?",3,3,college,"College",12,"Adulthood > College > Why
did you transfer to Clemson?"
who-are-your-closest-friends,b25UxAvvMY2LKTH5oA55,"Who are your closest friends",3,3,miscellaneous,"Miscellaneous",31,"THEMES > Miscellaneous > Who are your closest friends"
my-paternal-grandmother,b30PgUxQtm1f69SFOKAT,"My Paternal Grandmother",2,2,introduction,"Introduction",11,"Introduction > My Paternal Grandmother"
capitalism-versus-socialism,b7D3ibshnM7hWeC2hAbY,"Capitalism versus Socialism",3,3,issues,"Issues",5,"THEMES > Issues > Capitalism versus Socialism"
what-subjects-interested-you,bAl02049TRt4nEMksmTJ,"What subjects interested you?",3,3,middle-school,"Middle School",3,"Preschool > Middle School > What subjects interested you?"
scavenger-for-golf-balls,bCEDoPBiC1gbikzL2FPY,"Scavenger for Golf Balls",4,4,how-have-sports-influenced,"How have sports influenced your life?",6,"THEMES > Sports > How have sports influenced your life? > Scavenger for Golf Balls"
what-challenges-did-you-face,bEF2GsPCeHZXOK8XkxIJ,"What challenges did you face?",3,3,parenthood,"Parenthood",13,"Adulthood > Parenthood > What challenges did you face?"
restaurants,bICGowDR3IokGsnKz224,"Restaurants",4,4,favorites,"Favorites",0,"THEMES > Miscellaneous > Favorites > Restaurants"
what-cultural-trends-affected,bLeecfDqfii27JVJsEjq,"What cultural trends affected you?",3,3,childhood-reflection,"Childhood Reflection",31,"Preschool > Childhood Reflection > What cultural trends affected you?"
yard-on-fire,bVhdQYm0cLyDW6Hzv2B0,"Yard on Fire",4,4,what-do-you-remember-outside,"What do you remember outside of school about this time?",12,"Preschool > Elementary School > What do you remember outside of school about this time? > Yard on Fire"
military-and-defense-spending,balRBvFoQdN9viNuKVMz,"Military and Defense Spending:",3,3,issues,"Issues",17,"THEMES > Issues > Military and Defense Spending:"
what-joys-did-you-experience,bb4XBZoGro2bycdt730i,"What joys did you experience?",3,3,parenthood,"Parenthood",14,"Adulthood > Parenthood > What joys did you experience?"
how-did-your-goals-evolve,be89IbqEdxdPfhAB2R3M,"How did your goals evolve?",3,3,college,"College",27,"Adulthood > College > How did your goals evolve?"
my-maternal-step-grandmother,beRdgbTMpIlR1yz1bqGU,"My Maternal Step-Grandmother",2,2,introduction,"Introduction",14,"Introduction > My Maternal Step-Grandmother"
disrespect,bgk8RwQen3b9QlvxKmn0,"Disrespect",4,4,what-stories-do-you-remember,"What stories do you remember about her?",2,"Introduction > My Maternal Grandmother > What stories do you remember about her? > Disrespect"
chief-financial-officer,bvyBjsNutESVaS9GAviE,"Chief Financial Officer, Americas",4,4,given-imaging,"Given Imaging",0,"Adulthood > Career > Given Imaging > Chief Financial Officer, Americas"
how-did-plans-change,byqPEHkiJsmOXdRdGCzG,"How did plans change?",3,3,childhood-reflection,"Childhood Reflection",15,"Preschool > Childhood Reflection > How did plans change?"
marriage,c4jxYRZlPWWNkzBJnOzr,"Marriage",3,3,family,"Family",0,"Adulthood > Family > Marriage"
how-did-you-maintain,cJR4wzSWtbdz5Rxn6Pnn,"How did you maintain connections?",3,3,parenthood,"Parenthood",32,"Adulthood > Parenthood > How did you maintain connections?"
chief-financial-officer,cRs3Z8ka23n8kSPVR2Kr,"Chief Financial Officer",4,4,mckesson,"McKesson",1,"Adulthood > Career > McKesson > Chief Financial Officer"
what-personal-expectations-do,cVBwH25liQZvmCJLH8EW,"What personal expectations do you hold yourself to?",4,4,what-is-your-best-advice-when,"What is your best
advice when it comes to work?",0,"Adulthood > Personal Reflection > What is your best
advice when it comes to work? > What personal expectations do you hold yourself to?"
education,cYdZDpTsDy46RQnbS0iX,"Education",3,3,issues,"Issues",6,"THEMES > Issues > Education"
what-did-you-do-during-recess,cZ6NSojJPxg6re4R4KsK,"What did you do during recess?",3,3,elementary-school,"Elementary School",3,"Preschool > Elementary School > What did you do during recess?"
what-have-you-changed-your,cZd04tsH2w5HjPmXHmoq,"What have you changed
your mind about over the years?",3,3,personal-reflection,"Personal Reflection",8,"Adulthood > Personal Reflection > What have you changed
your mind about over the years?"
